Price,Stars,Number of Reviews,Product Name,Brand,Year of Release,Color Category,Display Type,Screen Size,Screen Resolution,Touch Screen,Operating System,Voice Assistant Built-in,Storage Type,Total Storage Capacity,System Memory (RAM),Type of Memory (RAM),Battery Type,Battery Life (up to),Graphics Type,GPU Brand,Graphics,Processor Brand,Processor Model,Number of CPU Cores,CPU Base Clock Frequency,Product Weight,Backlit Keyboard,Front Facing Camera Video Resolution,Number of HDMI Outputs (Total)
"$1,699.99",4.7,204,"Galaxy Book3 Pro 360 2-in-1 16"" 3K AMOLED Touch Screen Laptop -Intel 13th Gen Evo Core i7-1360P -16GB Memory -1TB SSD",Samsung,2023,Brown,OLED,16 inches,2880 x 1800,Yes,Windows 11 Home,"Bixby, Cortana",SSD,1000 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,19 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,12-core,5 gigahertz,3.66 pounds,Yes,1080p,1
"$1,519.99",4.5,27,"m17 R5 AMD Advantage 17.3"" FHD 165Hz Gaming Laptop - Ryzen 7 - 16GB Memory - AMD Radeon RX 6700M - 512GB SSD",Alienware,2022,Black,LED,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,AMD Radeon,AMD Radeon RX 6700M,AMD,AMD Ryzen 7 6000 Series,8-core,4.7 gigahertz,7.3 pounds,Yes,720p,1
$909.99,3.3,3,"ThinkPad E15 Gen 4 15.6"" Notebook - Intel Core i5-1235U - 16GB Memory - 512GB SSD",Lenovo,2022,Space Gray,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,,,3.75 pounds,No,,
"$1,199.99",4.4,11,"Geek Squad Certified Refurbished MacBook Pro - 16"" Display- Intel Core i7- 16GB Memory- AMD Radeon Pro 5300M - 512GB SSD",Apple,2019,Space Gray,LED,16 inches,3072 x 1920 (Retina),No,macOS Catalina,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion polymer,11 hours,Dedicated,AMD Radeon,AMD Radeon Pro 5300M,Intel,Intel 9th Generation Core i7,,,4.3 pounds,Yes,720p,
"$1,399.99",4.1,7,"Zenbook S 13"" 60Hz Laptop OLED - EVO Intel 13 Gen  Core i7 with 32GB Memory - Intel Iris Xe - 1TB SSD",ASUS,2023,Gray,,13.3 inches,2880 x 1800,No,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,LPDDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7 Evo Platform,10-core,,2.2 pounds,Yes,,
$415.99,3.7,3,Elitebook X360 1030 G3 Laptop Intel i5-8350U 1.7Ghz 8GB 256GB SSD Windows 10 Pro Touchscreen - Refurbished,HP,2019,Silver,,13.3 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-ion,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 8th Generation Core i5,,,2.76 pounds,Yes,,
$609.99,3.7,3,"14"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i7-8665U - Intel UHD Graphics 620 with 32GB and 1TB - SSD",Dell,2019,Black,,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,2.99 pounds,Yes,720p,1
$999.99,3.7,3,"Refurbished MacBook Pro - 15"" Display with Touch Bar - Intel Core i7 - 16GB Memory - AMD Radeon Pro 560X - 512GB SSD",Apple,2018,Space Gray,LED,15.4 inches,2880 x 1800 (Retina),No,Mac OS,Siri,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-polymer,10 hours,Dedicated,AMD Radeon,AMD Radeon Pro 560X,Intel,Intel 8th Generation Core i7,,2.6 gigahertz,4.02 pounds,Yes,,
"$3,599.99",3.4,9,Blade 16 - 16'' Gaming Laptop - QHD+ 240 Hz - Intel 24-Core i9-13950HX - NVIDIA GeForce RTX 4080 - 32GB RAM - 1TB SSD,Razer,2023,Black,,16 inches,3840 x 2160 (4K),No,Windows 11 Home,,SSD,1000 gigabytes,32 gigabytes,GDDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4080,Intel,Intel 13th Generation Core i9,,,5.4 pounds,Yes,,
$699.00,4.1,44,"15.6"" Touchscreen Cloud Gaming Chromebook - Intel Core i5-1135G7 - 8GB Memory - 256GB SSD",ASUS,2022,Gray,,15.6 inches,1920 x 1080 (Full HD),Yes,Chrome OS,,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 630,Intel,Intel 11th Generation Core i5,,,4.17 pounds,No,,
"$1,099.99",3.0,2,"Geek Squad Certified Refurbished MacBook Pro 15.4"" Display- Intel Core i7- 16GB Memory- AMD Radeon Pro 555X - 256GB SSD",Apple,2019,Space Gray,LED,15.4 inches,2880 x 1800 (Retina),No,Mac OS,Siri,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-polymer,,Dedicated,AMD Radeon,AMD Radeon Pro 555X,Intel,Intel 9th Generation Core i7,,2.6 gigahertz,4.02 pounds,Yes,720p,
"$3,899.99",4.6,11,"ROG Strix 18"" 240Hz Gaming Laptop QHD - Intel 13th Gen Core i9 with 32GB Memory - NVIDIA GeForce RTX 4090 - 2TB SSD",ASUS,2023,Gray,LED,18 inches,2560 x 1600,No,Windows 11 Pro,,SSD,2000 gigabytes,32 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4090,Intel,Intel 13th Generation Core i9,24-core,5.6 gigahertz,6.6 pounds,Yes,720p,1
$999.99,1.0,1 Review,"Vivobook S Flip 16"" WUXGA Touchscreen Laptop - Intel 13th Gen Core i9 with 16GB Memory - 1TB SSD",ASUS,2023,Black,LED,16 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i9,14-core,,4.19 pounds,No,,1
$589.99,,Be the first to write a review,"Latitude 3000 13.3"" Laptop - Intel Core i3 - 8 GB Memory - 256 GB SSD",Dell,2022,Gray,,13.3 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Other,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 11th Generation Core i3,4-core (quad-core),2 gigahertz,2.65 pounds,No,,
$649.99,4.0,5,"Geek Squad Certified Refurbished MacBook Air - 13.3"" Retina Display - Intel Core i5 - 8GB Memory - 128GB Flash Storage",Apple,2018,Gold,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,128 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Dedicated,Intel,Intel UHD Graphics 617,Intel,Intel 8th Generation Core i5,,1.6 gigahertz,2.75 pounds,Yes,720p,
"$2,099.99",4.5,36,XPS 9720 17” UHD+ Touch Screen Laptop - 12th Gen Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD,Dell,2022,Silver,LED,17 inches,3840 x 2400,Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 12th Generation Core i7,14-core,,5.34 pounds,Yes,720p,0
$849.99,5.0,2,"Vivobook 15 OLED M1505 15.6"" Laptop - AMD Ryzen 7 with 16GB Memory - 1 TB SSD",ASUS,2023,Black,OLED,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 7000 Series,,,3.75 pounds,Yes,,
"$1,683.99",,Be the first to write a review,"EliteBook 840 G9 14"" Laptop - Intel Core i7 - 16 GB Memory - 512 GB SSD",HP,2022,Silver,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,No,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7,10-core,,3 pounds,Yes,,
$599.99,3.2,14,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i5 1.6 with 8GB Memory - 128GB SSD (2018)",Apple,2018,Gold,,13.3 inches,2560 x 1600,No,Mac OS,,SSD,128 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel UHD Graphics 617,Intel,Intel 8th Generation Core i5,,,2.75 pounds,Yes,,
"$2,199.99",5.0,1 Review,ROG Strix G17 17.3” 240Hz Gaming Laptop QHD - AMD Ryzen 9 7945HX with 16GB Memory - NVIDIA GeForce RTX 4070 - 1TB SSD,ASUS,2023,Gray,LED,17.3 inches,2560 x 1440 (QHD),No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4070,AMD,AMD Ryzen 9 7000 Series,16-core,,6.17 pounds,Yes,720p,1
$599.99,4.7,188,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 256GB SSD (Latest Model),Microsoft,2022,Silver,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
$639.99,2.0,1 Review,"EliteBook 14"" Refurbished Laptop - Intel Core i7 - 16GB Memory - 1TB Solid State Drive",HP,2018,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,1000 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4 gigahertz,3.26 pounds,No,1080p,1
$339.99,4.0,32,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 512GB Solid State Drive",HP,2020,Gray,LED,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i5,,2.4 gigahertz,3.41 pounds,Yes,720p,
"$4,299.99",2.8,12,Blade 16 - 16'' Gaming Laptop - Dual Mini LED 4K UHD+FHD - Intel i9 HX - NVIDIA GeForce RTX 4090 - 32GB RAM - 2TB SSD,Razer,2023,Black,,16 inches,3840 x 2160 (4K),No,Windows 11 Home,,SSD,2000 gigabytes,32 gigabytes,GDDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4090,Intel,Intel 13th Generation Core i9,,,5.4 pounds,Yes,,
$329.99,,Be the first to write a review,"EliteBook 14"" Refurbished Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",HP,2016,Gray,,14 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 7th Generation Core i5,2-core (dual-core),3.1 gigahertz,3.75 pounds,No,720p,0
"$1,299.99",5.0,1 Review on https://www.asus.com,"ExpertBook B5 Flip B5302 13.3"" Laptop - Intel Core i7 - 16 GB Memory - 1 TB SSD",ASUS,2021,Black,OLED,13.3 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,,SSD,1000 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,,,2.6 pounds,Yes,,
$475.99,5.0,2,"13.3"" Refurbished 1920 x 1080 FHD - Intel 8th Gen Core i7-8665U with 16GB RAM - Intel UHD Graphics 620 - 512GB SSD",Dell,2019,Black,,13.3 inches,1920 x 1080 (Full HD),Yes,Windows 11 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,3.15 pounds,No,720p,1
"$1,399.99",3.6,9,"Apple MacBook Pro 16"" Certified Refurbished - Intel Core i9 - 16GB Memory - AMD Radeon Pro 5500M - 1TB SSD (2019)",Apple,2019,Silver,,16 inches,3072 x 1920 (Retina),No,macOS Catalina,,SSD,1000 gigabytes,16 gigabytes,DDR4,Lithium-polymer,,Integrated,AMD Radeon,AMD Radeon Pro 5500M,Intel,Intel 9th Generation Core i9,,,4.2 pounds,Yes,,
$749.99,3.3,3,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 256GB SSD",Apple,2019,Silver,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 645,Intel,Intel 8th Generation Core i5,,,3.02 pounds,Yes,720p,
"$1,549.99",4.3,19,"Dragonfly Pro 14"" Wide Ultra XGA Touch-Screen Laptop - AMD Ryzen 7 - 32GB Memory - 1TB SSD",HP,2023,Black,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,1024 gigabytes,32 gigabytes,LPDDR5,Lithium-ion polymer,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 7000 Series,,4.7 gigahertz,3.42 pounds,Yes,,
"$1,999.00",4.8,12,Surface Laptop 5 – 15” Touch Screen – Intel Evo Platform Core i7 – 32GB Memory – 1TB SSD (Latest Model),Microsoft,2022,Black,LCD,15 inches,2256 x 1504,Yes,Windows 11 Home,No,SSD,1000 gigabytes,32 gigabytes,LPDDR5X,Lithium-ion,17 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7 Evo Platform,,,3.44 pounds,Yes,720p,0
"$3,349.99",1.0,1 Review,"Creator Z17 A12U 17"" Touch-Screen Laptop - Intel Core i9 - 32 GB Memory - NVIDIA GeForce RTX 3080 - 2 TB SSD",MSI,2022,Gray,,17 inches,2560 x 1600,Yes,Windows 11 Pro,No,SSD,2000 gigabytes,32 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3080,Intel,Intel 12th Generation Core i9,,1.8 gigahertz,5.4 pounds,Yes,,1
$536.99,5.0,1 Review,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 32GB Memory - 512GB Solid State Drive",HP,2018,Gray,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,32 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),3.6 gigahertz,3.26 pounds,No,1080p,1
$512.99,4.0,6,"Geek Squad Certified Refurbished MacBook Air 13.3"" Laptop - Intel Core i3 - 8GB Memory - 256GB Solid State Drive",Apple,2020,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 645,Intel,Intel 10th Generation Core i3,2-core (dual-core),1.1 gigahertz,2.8 pounds,Yes,720p,
$679.99,4.0,5,"Geek Squad Certified Refurbished MacBook Air - 13.3"" Retina Display - Intel Core i5 - 8GB Memory - 128GB Flash Storage",Apple,2018,Silver,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,128 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Dedicated,Intel,Intel UHD Graphics 617,Intel,Intel 8th Generation Core i5,,1.6 gigahertz,2.75 pounds,Yes,,
$529.99,3.3,3,"MacBook Air 13.3"" (2018) Laptop - Intel Core i5 - 8GB Memory - 128GB SSD - Pre-Owned",Apple,2018,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,128 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel UHD Graphics 617,Intel,Intel 8th Generation Core i5,,1.6 gigahertz,2.76 pounds,Yes,720p,
$399.99,4.0,10,"Pre-Owned MacBook Pro 13.3"" (Early 2015) Laptop (MF840LL/A) Intel Core i5 - 8GB Memory - 256GB Flash Storage",Apple,2015,Silver,,13.3 inches,2560 x 1600,No,Mac OS,,SSD,256 gigabytes,8 gigabytes,Not provided,Lithium-polymer,,"Integrated, Dedicated",Intel,Intel Iris Graphics 6100,Intel,Intel 5th Generation Core i5,,,3.48 pounds,Yes,,
$898.99,2.5,2,"Geek Squad Certi Refurbis Galaxy Book Flex2 Alpha 13.3"" QLED Touch-Scrn Laptop - Intel Core i7 - 16GB Memory - 512GB SSD",Samsung,2021,Black,,13.3 inches,1920 x 1080 (Full HD),Yes,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,LPDDR4X,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,,,2.62 pounds,Yes,,
$468.99,4.7,18,"Latitude 7480 14"" Refurbished Laptop - Intel Core i7 - 16GB Memory - 512GB SSD",Dell,2021,Gray,LED,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 6th Generation Core i7,2-core (dual-core),2.6 gigahertz,3 pounds,No,720p,1
$949.99,4.2,13,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Apple M1 chip - 8GB Memory - 256GB SSD (Latest Model)",Apple,2020,Silver,,13.3 inches,2560 x 1600 (Retina),No,macOS Big Sur 11.0,Siri,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 645,Apple,Apple M1,8-core,,3 pounds,Yes,720p,
$849.99,,Be the first to write a review,"Vivobook 16"" WUXGA Laptop - Intel 13 Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 1TB SSD",ASUS,2023,Black,LED,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,"Amazon Alexa, Cortana",SSD,1000 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,,4.14 pounds,Yes,720p,1
"$1,786.99",5.0,6 on lg.com,gram 17” Laptop WQXGA - Intel 13th Gen Core i7 with 16GB Memory - NVIDIA GeForce RTX 3050 - 1TB SSD,LG,2023,Black,,17 inches,2560 x 1600,No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,23.5 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050,Intel,Intel 13th Generation Core i7,,,3.2 pounds,Yes,,1
"$1,279.99",4.5,2,"EliteBook 860 G9 16"" Laptop - Intel Core i5 - Memory - 512 GB SSD",HP,2022,Silver,,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Pro,No,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,10-core,,3.88 pounds,Yes,,
$999.99,4.5,4,"Vivobook S 14 Flip TN3402 14"" Laptop - AMD Ryzen 7 - Memory - 1 TB SSD",ASUS,2022,Blue,OLED,14 inches,2880 x 1800,Yes,Windows 11 Home,No,SSD,1000 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 5000 Series,8-core,,3.31 pounds,Yes,,
$464.99,4.1,7,"Refurbished Latitude E7470 14"" Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",Dell,2020,Black,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 6th Generation Core i7,2-core (dual-core),2.6 gigahertz,3.32 pounds,Yes,,
$647.12,4.5,2,"Precision 15.6"" Refurbished 1920x1080 FHD - Intel 6th Gen Core i7-6820HQ - NVIDIA Quadro M620 with 32GB and 1TB - SSD",Dell,2012,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4 SDRAM,Lithium-ion,,"Dedicated, Integrated",NVIDIA,NVIDIA Quadro M620,Intel,Intel 6th Generation Core i7,,,4.81 pounds,No,720p,1
$705.99,,Be the first to write a review,"Acer Nitro 5 17.3"" Refurbished Gaming Laptop - Intel Core i5-12500H with 8GB Memory and 512GB Solid State Drive",Acer,2021,Black,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050,Intel,Intel 12th Generation Core i7,,,6.61 pounds,Yes,,
$590.99,,Be the first to write a review,"14"" Refurbished 1920 x 1080 FHD - Intel 8th Gen Core i7-8665U with 16GB RAM - Intel UHD Graphics 620 - 512GB SSD",HP,2019,Silver,,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,2.98 pounds,Yes,720p,1
$237.99,4.1,65,"11.6"" Chromebook - Intel Celeron - 4GB Memory - 32GB eMMC Flash Memory",ASUS,2018,Red,LED,11.6 inches,1366 x 768 (HD),No,Chrome OS,,eMMC,32 gigabytes,4 gigabytes,Not provided,Lithium-polymer,,Integrated,Intel,Intel HD Graphics 500,Intel,Intel Celeron,,,2.2 pounds,No,720p,
"$1,999.99",4.6,54,Alienware m16 QHD+ 165Hz Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 4070 - 1TB SSD -Windows 11 Pro,Alienware,2023,Black,LED,16 inches,2560 x 1600,No,Windows 11 Pro,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4070,Intel,Intel 13th Generation Core i7,16-core,5 gigahertz,7.3 pounds,Yes,720p,1
"$2,019.99",4.6,95 on lenovo.com,"ThinkPad P15v Gen3 15.6"" Laptop Intel Core i7-12700H with 16GB Memory - 512GB SSD",Lenovo,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Integrated,Intel,NVIDIA T600,Intel,Intel 10th Generation Core i7,,,4.91 pounds,Yes,,
$291.99,4.5,4,Elitebook 840 G5 Laptop Intel i5-8350U 1.7GHz 16GB 256GB SSD Windows 10 Pro - Refurbished,HP,2018,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4 ECC SO-DIMM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 8th Generation Core i5,,,3.26 pounds,No,,
$999.99,,Be the first to write a review,"Nitro 16 - 16"" 165Hz Gaming Laptop WUXGA – AMD Ryzen 5 7640HS with 8GB Memory - GeForce RTX 4050 - 512GB PCIe Gen 4 SSD",Acer,2023,Black,LCD,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,Cortana,SSD,512 gigabytes,8 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4050,AMD,AMD Ryzen 5 7000 Series,,,5.95 pounds,Yes,720p,1
"$1,470.99",,Be the first to write a review,gram 2-in-1 14” Laptop - Intel Evo Platform 13th Gen Intel Core i7 with 16GB RAM - 1TB NVMe SSD,LG,2023,Black,LCD,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,25.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,,2.75 pounds,Yes,,
$882.99,5.0,1 Review,"ExpertBook B1 15.6"" Laptop - Intel Core i5 - 16 GB Memory - 256 GB SSD",ASUS,2022,Black,LCD,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,3.81 pounds,Yes,,
"$1,579.99",4.7,25,"Predator Helios Neo 16"" WQXGA 165Hz IPS Gaming Laptop -  Intel i7-13700HX – GeForce RTX 4060 with 16GB DDR5 – 1TB SSD",Acer,2023,Gray,LCD,16 inches,2560 x 1600,No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4060,Intel,Intel 13th Generation Core i7,16-core,5 gigahertz,5.73 pounds,Yes,1080p,1
$854.99,,Be the first to write a review,"IdeaPad Slim 5 16"" Laptop - AMD Ryzen 7 PRO with 16GB Memory - 512 GB SSD",Lenovo,2023,Blue,,16 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,No,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 7000 Series,8-core,2 gigahertz,4.17 pounds,No,,
$399.99,4.3,21,"Apple MacBook Air 13.3"" Certified Refurbished - Intel Core i5 - 8GB Memory - 256GB Flash Storage (2015)",Apple,2015,Silver,,13.3 inches,1440 x 900 (WXGA+),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel HD Graphics 6000,Intel,Intel 5th Generation Core i5,,,2.96 pounds,Yes,,
$799.99,2.0,2,"ProBook 445 G9 14"" Laptop - AMD Ryzen 5 - Memory - 256 GB SSD",HP,2022,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,256 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 5000 Series,6-core,,3.04 pounds,Yes,,
"$2,119.99",3.7,3 on hp.com,"ZBook Firefly 16 G9 16"" Laptop - Intel Core i7 with 32GB Memory - 512 GB SSD",HP,2022,Silver,LCD,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Pro,No,SSD,512 gigabytes,32 gigabytes,DDR5 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7,,,3.97 pounds,Yes,,
$949.99,4.2,236,"G15 15.6"" FHD 120Hz Gaming Laptop - AMD Ryzen 5 6600H - 8GB Memory - NVIDIA GeForce RTX 3050 - 512GB SSD",Dell,2022,Gray,LED,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,8 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050,AMD,AMD Ryzen 5 6000 Series,6-core,4.5 gigahertz,5.55 pounds,Yes,720p,1
